所属名,会計,会計名,入出区分,款,款名,項,項名,目,目名,節,節名,細節,細節名,細々節,細々節名,目的１,目的２,目的３,目的４,目的名,目的名２,目的名３,目的名４,自主依存区分,臨経区分,最下層区分１,最下層区分２,最下層区分３,財源区分,年度2,R7予算額,R8予算額
教育総務課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,01,教育総務課雑入,05,雇用保険料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"36,000 ","37,000 "
教育総務課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,01,教育総務課雑入,11,光熱水費等使用者負担金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"35,000 ","42,000 "
教育総務課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,01,教育総務課雑入,21,私用電話料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"48,000 ","48,000 "
教育総務課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,01,教育総務課雑入,23,余剰電力売電収入,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,0,508,"18,000 ","18,000 "
教育総務課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,01,教育総務課雑入,55,小学校給食費,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"238,260,000 ","262,276,000 "
教育総務課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,01,教育総務課雑入,56,中学校給食費,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"162,084,000 ","179,910,000 "
教育総務課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,01,教育総務課雑入,58,給食費　滞納繰越分,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,0,508,"2,500,000 ","2,500,000 "
教育総務課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,01,教育総務課雑入,60,新潟県都市教育長協議会定期総会資料代,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,507,0 ,0 
教育総務課,01,一般会計,1,23,市債,01,市債,08,教育債,01,中学校建設事業債,04,学校教育施設等整備事業債,000,,88,15,00,00,地方債　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,10,,,,1,508,"840,900,000 ","339,400,000 "
教育総務課,01,一般会計,1,23,市債,01,市債,08,教育債,01,中学校建設事業債,09,脱炭素化推進事業債,000,,88,15,00,00,地方債　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,01,01,08,1,508,0 ,"9,000,000 "
教育総務課,01,一般会計,1,23,市債,01,市債,08,教育債,03,小学校建設事業債,06,学校教育施設等整備事業債,000,,88,15,00,00,地方債　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,,,,1,508,"206,300,000 ","361,400,000 "
教育総務課,01,一般会計,1,23,市債,01,市債,08,教育債,03,小学校建設事業債,07,公共施設等適正管理推進事業債,000,,88,15,00,00,地方債　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,,,,1,508,"4,400,000 ","157,500,000 "
教育総務課,01,一般会計,1,23,市債,01,市債,08,教育債,03,小学校建設事業債,09,一般補助施設整備等事業債,000,,88,15,00,00,地方債　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,01,01,08,1,507,0 ,0 
教育総務課,01,一般会計,1,23,市債,01,市債,08,教育債,03,小学校建設事業債,11,脱炭素化推進事業債,000,,88,15,00,00,地方債　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,01,01,08,1,508,0 ,"9,000,000 "
学校教育課,01,一般会計,1,14,分担金及び負担金,01,分担金,01,教育費分担金,01,教育総務費分担金,01,教育振興費刈羽村分担金,000,,44,05,00,00,分担金及び負担金　　　　　　　　　　　　,同級他団体からのもの　　　　　　　　　　,,,0,00,,,,1,508,"8,636,000 ","9,482,000 "
学校教育課,01,一般会計,1,14,分担金及び負担金,02,負担金,05,教育費負担金,03,保健体育費負担金,01,結核対策会議共同設置負担金,000,,44,05,00,00,分担金及び負担金　　　　　　　　　　　　,同級他団体からのもの　　　　　　　　　　,,,0,00,,,,1,508,"6,000 ","6,000 "
学校教育課,01,一般会計,1,14,分担金及び負担金,02,負担金,05,教育費負担金,04,教育費負担金,01,学校部活動地域移行事業費刈羽村負担金,000,,44,05,00,00,分担金及び負担金　　　　　　　　　　　　,同級他団体からのもの　　　　　　　　　　,,,0,00,,,,1,507,0 ,0 
学校教育課,01,一般会計,1,15,使用料及び手数料,01,使用料,02,民生使用料,01,土地使用料,01,目的外使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,0,508,0 ,"7,000 "
学校教育課,01,一般会計,1,15,使用料及び手数料,02,手数料,08,教育手数料,02,学校教育手数料,01,証明手数料,000,,52,10,00,00,手　数　料　　　　　　　　　　　　　　　,自治事務に係るもの,,,0,10,,,,1,508,"1,000 ","1,000 "
学校教育課,01,一般会計,1,16,国庫支出金,02,国庫補助金,06,教育費国庫補助金,02,小学校費補助金,02,要保護児童生徒援助費補助金,000,,56,65,00,00,国庫支出金　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,00,,,,1,508,"85,000 ","34,000 "
学校教育課,01,一般会計,1,16,国庫支出金,02,国庫補助金,06,教育費国庫補助金,02,小学校費補助金,03,特別支援教育就学奨励費補助金,000,,56,65,00,00,国庫支出金　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,00,,,,1,508,"3,709,000 ","3,166,000 "
学校教育課,01,一般会計,1,16,国庫支出金,02,国庫補助金,06,教育費国庫補助金,03,中学校費補助金,02,要保護児童生徒援助費補助金,000,,56,65,00,00,国庫支出金　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,00,,,,1,508,"123,000 ","41,000 "
学校教育課,01,一般会計,1,16,国庫支出金,02,国庫補助金,06,教育費国庫補助金,03,中学校費補助金,03,特別支援教育就学奨励費補助金,000,,56,65,00,00,国庫支出金　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,00,,,,1,508,"2,765,000 ","2,501,000 "
学校教育課,01,一般会計,1,16,国庫支出金,02,国庫補助金,06,教育費国庫補助金,05,保健体育費補助金,05,部活動指導員配置促進事業費国庫補助金,000,,56,65,00,00,国庫支出金　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,,,,1,508,"2,464,000 ","1,280,000 "
学校教育課,01,一般会計,1,17,県支出金,02,県補助金,07,教育費県補助金,01,教育総務費補助金,04,教育支援体制整備事業費補助金,000,,64,05,40,00,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,10,,,,1,508,"200,000 ","200,000 "
学校教育課,01,一般会計,1,17,県支出金,02,県補助金,07,教育費県補助金,01,教育総務費補助金,07,スクール・サポート・スタッフ配置事業費補助金,000,,64,05,40,00,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,10,,,,1,508,"1,702,000 ","5,389,000 "
学校教育課,01,一般会計,1,17,県支出金,02,県補助金,07,教育費県補助金,02,小学校費補助金,01,被災児童生徒就学援助事業補助金,000,,64,05,40,00,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,10,,,,1,508,"872,000 ","780,000 "
学校教育課,01,一般会計,1,17,県支出金,02,県補助金,07,教育費県補助金,04,保健体育費補助金,05,部活動指導員配置促進事業費県補助金,000,,64,05,40,00,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,10,,,,1,508,"2,464,000 ","1,280,000 "
学校教育課,01,一般会計,1,17,県支出金,02,県補助金,07,教育費県補助金,05,中学校費補助金,01,被災児童生徒就学援助事業補助金,000,,64,05,40,00,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,10,,,,1,508,"1,354,000 ","781,000 "
学校教育課,01,一般会計,1,17,県支出金,03,委託金,06,教育費委託金,18,教育総務費委託金,01,人権教育研究推進事業委託金,000,,64,05,25,15,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,委託金　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,1,10,,,,1,508,0 ,"183,000 "
学校教育課,01,一般会計,1,18,財産収入,01,財産運用収入,01,財産貸付収入,01,土地貸付収入,02,電柱土地貸付料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,0,507,0 ,0 
学校教育課,01,一般会計,1,18,財産収入,01,財産運用収入,02,利子及び配当金,02,財産基金収入,08,かしわざき子ども育成基金利子収入,000,,68,05,00,00,財産収入　　　　　　　　　　　　　　　　,財産運用収入　　　　　　　　　　　　　　,,,0,10,,,,1,508,"81,000 ","139,000 "
学校教育課,01,一般会計,1,19,寄附金,01,寄附金,02,民生費寄附金,02,児童福祉費寄附金,01,かしわざき子ども育成基金寄附金,000,,72,00,00,00,寄附金　　　　　　　　　　　　　　　　　,,,,0,10,,,,1,508,"360,000 ","600,000 "
学校教育課,01,一般会計,1,20,繰入金,01,基金繰入金,01,基金繰入金,07,かしわざき子ども育成基金繰入金,01,かしわざき子ども育成基金繰入金,000,,76,00,00,00,繰入金　　　　　　　　　　　　　　　　　,,,,0,10,,,,1,508,"7,131,000 ","4,032,000 "
学校教育課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,02,学校教育課雑入,02,住居費負担金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"1,332,000 ","1,332,000 "
学校教育課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,02,学校教育課雑入,05,雇用保険料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"1,633,000 ","1,585,000 "
学校教育課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,02,学校教育課雑入,28,後納郵便料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"1,000 ","1,000 "
学校教育課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,02,学校教育課雑入,38,情報公開等コピー料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"1,000 ","1,000 "
学校教育課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,02,学校教育課雑入,51,日本スポーツ振興センター保護者負担分,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"2,323,000 ","2,129,000 "
学校教育課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,02,学校教育課雑入,54,日本スポーツ振興センター共済掛金返還金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"25,000 ","114,000 "
学校教育課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,02,学校教育課雑入,55,小・中学校総合学力調査費　保護者負担分,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"2,937,000 ","2,806,000 "
学校教育課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,02,学校教育課雑入,58,イングリッシュキャンプ保護者負担分,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,507,0 ,0 
文化・生涯学習課,01,一般会計,1,14,分担金及び負担金,02,負担金,05,教育費負担金,04,教育費負担金,01,学校部活動地域移行事業費刈羽村負担金,000,,44,05,00,00,分担金及び負担金　　　　　　　　　　　　,同級他団体からのもの　　　　　　　　　　,,,0,00,,,,1,507,0 ,0 
文化・生涯学習課,01,一般会計,1,15,使用料及び手数料,01,使用料,05,商工使用料,04,交流プラザ使用料,01,交流プラザ使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,1,508,"2,220,000 ","3,150,000 "
文化・生涯学習課,01,一般会計,1,15,使用料及び手数料,01,使用料,08,教育使用料,02,社会教育施設使用料,01,柏崎公民館使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,1,508,"696,000 ","898,000 "
文化・生涯学習課,01,一般会計,1,15,使用料及び手数料,01,使用料,08,教育使用料,02,社会教育施設使用料,04,目的外使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,0,508,"34,000 ","34,000 "
文化・生涯学習課,01,一般会計,1,15,使用料及び手数料,01,使用料,08,教育使用料,02,社会教育施設使用料,10,文化会館目的外使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,0,508,"91,000 ","94,000 "
文化・生涯学習課,01,一般会計,1,15,使用料及び手数料,01,使用料,08,教育使用料,02,社会教育施設使用料,13,産業文化会館目的外使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,0,508,"1,944,000 ","1,858,000 "
文化・生涯学習課,01,一般会計,1,15,使用料及び手数料,01,使用料,08,教育使用料,05,土地使用料,01,目的外使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,0,508,"6,000 ","6,000 "
文化・生涯学習課,01,一般会計,1,17,県支出金,02,県補助金,07,教育費県補助金,03,社会教育費補助金,02,学校・家庭・地域の連携促進事業補助金,000,,64,05,40,00,都道府県支出金　　　　　　　　　　　　　,国庫財源を伴うもの　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,10,,,,1,508,"2,574,000 ","2,326,000 "
文化・生涯学習課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,07,文化・生涯学習課雑入,05,雇用保険料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"13,000 ","12,000 "
文化・生涯学習課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,07,文化・生涯学習課雑入,21,私用電話料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"1,000 ","2,000 "
文化・生涯学習課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,07,文化・生涯学習課雑入,36,コピー機使用料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"52,000 ","54,000 "
文化・生涯学習課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,07,文化・生涯学習課雑入,52,市展出品料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"393,000 ","393,000 "
文化・生涯学習課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,07,文化・生涯学習課雑入,53,柏崎公民館講座受講料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,01,01,01,1,508,"1,066,000 ","598,000 "
文化・生涯学習課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,07,文化・生涯学習課雑入,54,市民大学講座受講料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,01,01,01,1,508,"430,000 ","341,000 "
文化・生涯学習課,01,一般会計,1,23,市債,01,市債,08,教育債,02,社会教育施設整備事業債,06,緊急防災・減災事業債,000,,88,15,00,00,地方債　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,01,01,08,1,508,0 ,"1,400,000 "
文化・生涯学習課,01,一般会計,1,23,市債,01,市債,08,教育債,02,社会教育施設整備事業債,07,脱炭素化推進事業債,000,,88,15,00,00,地方債　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,01,01,08,1,508,"186,100,000 ","15,500,000 "
スポーツ振興課,01,一般会計,1,14,分担金及び負担金,02,負担金,05,教育費負担金,04,教育費負担金,01,学校部活動地域移行事業費刈羽村負担金,000,,44,05,00,00,分担金及び負担金　　　　　　　　　　　　,同級他団体からのもの　　　　　　　　　　,,,0,00,,,,1,507,0 ,0 
スポーツ振興課,01,一般会計,1,15,使用料及び手数料,01,使用料,08,教育使用料,03,体育施設使用料,01,目的外使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,0,508,"200,000 ","200,000 "
スポーツ振興課,01,一般会計,1,16,国庫支出金,02,国庫補助金,07,教育費国庫補助金,05,保健体育費補助金,06,部活動地域移行支援費国庫補助金,000,,56,65,00,00,国庫支出金　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,,,,1,507,0 ,0 
スポーツ振興課,01,一般会計,1,17,県支出金,02,県補助金,07,教育費県補助金,04,保健体育費補助金,01,地域ジュニア競技スポーツクラブ育成事業費補助金,000,,64,10,15,00,都道府県支出金　　　　　　　　　　　　　,都道府県費のみのもの　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,10,,,,1,508,"1,477,000 ","1,477,000 "
スポーツ振興課,01,一般会計,1,17,県支出金,02,県補助金,07,教育費県補助金,04,保健体育費補助金,02,外部指導者派遣事業補助金,000,,64,10,15,00,都道府県支出金　　　　　　　　　　　　　,都道府県費のみのもの　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,1,10,,,,1,508,"24,000 ","24,000 "
スポーツ振興課,01,一般会計,1,18,財産収入,02,財産売払収入,02,物品売払収入,01,物品売払収入,09,自動車売払収入,000,,68,10,15,00,財産収入　　　　　　　　　　　　　　　　,財産売払収入　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,0,507,0 ,0 
スポーツ振興課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,08,スポーツ振興課雑入,05,雇用保険料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"50,000 ","59,000 "
スポーツ振興課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,08,スポーツ振興課雑入,21,私用電話料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"2,000 ","2,000 "
スポーツ振興課,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,08,スポーツ振興課雑入,51,スポーツ拠点づくり推進事業助成金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,507,0 ,0 
スポーツ振興課,01,一般会計,1,23,市債,01,市債,08,教育債,04,体育施設整備事業債,07,脱炭素化推進事業債,000,,88,15,00,00,地方債　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,01,01,08,1,508,"1,800,000 ","42,500,000 "
水球のまち推進室,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,11,水球のまち推進室雑入,05,雇用保険料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,507,0 ,0 
図書館,01,一般会計,1,15,使用料及び手数料,01,使用料,08,教育使用料,02,社会教育施設使用料,04,目的外使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,0,508,"114,000 ","114,000 "
図書館,01,一般会計,1,22,諸収入,05,雑入,01,弁償金,01,弁償金,01,弁償金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"40,000 ","40,000 "
図書館,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,09,図書館雑入,05,雇用保険料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"337,000 ","307,000 "
図書館,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,09,図書館雑入,11,光熱水費等使用者負担金,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"72,000 ","72,000 "
図書館,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,09,図書館雑入,14,各種出版物等売払収入,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,0,508,"29,000 ","29,000 "
図書館,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,09,図書館雑入,22,公衆電話料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"9,000 ","8,000 "
図書館,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,09,図書館雑入,28,後納郵便料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"1,000 ","3,000 "
図書館,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,09,図書館雑入,36,コピー機使用料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,00,,,,1,508,"70,000 ","72,000 "
図書館,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,09,図書館雑入,38,情報公開等コピー料,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"1,000 ","1,000 "
図書館,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,09,図書館雑入,51,利用券再交付収入,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,1,508,"37,000 ","33,000 "
図書館,01,一般会計,1,22,諸収入,05,雑入,11,教育委員会雑入,09,図書館雑入,53,販売品売上収入,000,,84,35,15,00,諸収入　　　　　　　　　　　　　　　　　,雑入　　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,0,10,,,,0,508,"5,000 ","3,000 "
図書館,01,一般会計,1,23,市債,01,市債,08,教育債,02,社会教育施設整備事業債,06,緊急防災・減災事業債,000,,88,15,00,00,地方債　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,01,01,08,1,508,0 ,"63,000,000 "
図書館,01,一般会計,1,23,市債,01,市債,08,教育債,02,社会教育施設整備事業債,07,脱炭素化推進事業債,000,,88,15,00,00,地方債　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,1,10,01,01,08,1,508,0 ,0 
博物館,01,一般会計,1,15,使用料及び手数料,01,使用料,08,教育使用料,02,社会教育施設使用料,04,目的外使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,0,508,"77,000 ","77,000 "
博物館,01,一般会計,1,15,使用料及び手数料,01,使用料,08,教育使用料,02,社会教育施設使用料,06,常設展示入館料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,1,508,"2,880,000 ","1,972,000 "
博物館,01,一般会計,1,15,使用料及び手数料,01,使用料,08,教育使用料,02,社会教育施設使用料,07,プラネタリウム入館料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,1,508,"1,109,000 ","3,320,000 "
博物館,01,一般会計,1,15,使用料及び手数料,01,使用料,08,教育使用料,02,社会教育施設使用料,09,展示室使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,1,508,"1,000 ","1,000 "
博物館,01,一般会計,1,15,使用料及び手数料,01,使用料,08,教育使用料,02,社会教育施設使用料,11,飯塚邸入館料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,1,508,"1,550,000 ","1,296,000 "
博物館,01,一般会計,1,15,使用料及び手数料,01,使用料,08,教育使用料,02,社会教育施設使用料,12,飯塚邸使用料,000,,48,20,00,00,使用料　　　　　　　　　　　　　　　　　,その他　　　　　　　　　　　　　　　　　,,,0,00,,,,1,507,0 ,0 
博物館,01,一般会計,1,15,使用料及び手数料,02,手数料,08,教育手数料,01,教育総務手数料,02,美術刀剣類製作承認申請手数料,000,,52,10,00,00,手　数　料　　　　　　　　　　　　　　　,自治事務に係るもの,,,0,00,,,,1,508,"1,000 ","1,000 "
